movie_name,release_year,budget,box_office,profit,actor,actor_fee,director,genre,imdb_rating
Raja 491,2020,273821316.0,1220687214.0,946865898,Kangana Ranaut,62926483,Siddharth Anand,Action,6.0
Storm 492,2022,41299586.0,875679485.0,834379899,Kartik Aaryan,162708683,Rajkumar Hirani,Drama,8.6
Zara 493,2023,134026845.0,654893552.0,520866707,Ajay Devgn,121715787,Sanjay Leela Bhansali,Musical,7.6
Warrior 494,2013,410563885.0,473858870.0,63294985,Kareena Kapoor,362858808,Anurag Kashyap,Crime,7.9
Warrior 495,2012,280954875.0,593356557.0,312401682,Alia Bhatt,104920336,Siddharth Anand,Horror,9.0
Queen 496,2024,349968577.0,762308994.0,412340417,Kangana Ranaut,409697246,Anurag Kashyap,Romance,7.1
Hero 497,2011,252882264.0,683381501.0,430499237,Ajay Devgn,20105027,Rajkumar Hirani,Thriller,7.3
Hero 498,2007,125332118.0,994154933.0,868822815,Ranveer Singh,31650835,Zoya Akhtar,Musical,6.8
Tiger 499,2011,93809365.0,192424033.0,98614668,Ranbir Kapoor,217076127,Sanjay Leela Bhansali,Romance,5.4
Raja 500,2023,51447275.0,778385952.0,726938677,Ranveer Singh,445687199,Siddharth Anand,Comedy,6.7
Zara 501,2019,354807827.0,627352629.0,272544802,Aamir Khan,412339549,Karan Johar,Drama,8.3
Queen 502,2013,475913275.0,555342679.0,79429404,Kangana Ranaut,433600014,Sanjay Leela Bhansali,Action,7.5
King 503,2017,313285303.0,423895626.0,110610323,Ranveer Singh,289724808,Sanjay Leela Bhansali,Comedy,4.3
Legend 504,2018,280974507.0,327700343.0,46725836,Akshay Kumar,251893698,Zoya Akhtar,Fantasy,4.8
Warrior 505,2012,150959740.0,192312604.0,41352864,Ajay Devgn,289414232,Karan Johar,Comedy,8.2
Legend 506,2006,311274566.0,922696132.0,611421566,Deepika Padukone,301453386,Sanjay Leela Bhansali,Romance,4.4
Zara 507,2003,370641722.0,,394080348,Ajay Devgn,216101575,Anurag Kashyap,Romance,5.8
King 508,2019,451084578.0,1263080243.0,811995665,Hrithik Roshan,354568372,Imtiaz Ali,Crime,4.2
Storm 509,2023,467824265.0,509966817.0,42142552,Shah Rukh Khan,417059864,Rajkumar Hirani,Romance,9.2
Alpha 510,2010,382478475.0,1196068381.0,813589906,Shah Rukh Khan,183809004,Siddharth Anand,Crime,4.1
Warrior 511,2024,148865957.0,688135526.0,539269569,Hrithik Roshan,354493121,Imtiaz Ali,Action,6.1
Alpha 512,2009,117747874.0,915132569.0,797384695,Deepika Padukone,351767312,Zoya Akhtar,Action,6.6
Shadow 513,2021,203391178.0,1081407203.0,878016025,Shah Rukh Khan,30242598,Zoya Akhtar,Fantasy,5.3
King 514,2015,475345074.0,1066483198.0,591138124,Ayushmann Khurrana,67255736,Imtiaz Ali,Romance,
Raja 515,2016,173706716.0,481874384.0,308167668,Hrithik Roshan,231204916,Imtiaz Ali,Action,5.9
Warrior 516,2008,445881663.0,462464069.0,16582406,Alia Bhatt,158340554,Karan Johar,Action,9.2
Queen 517,2021,83691266.0,127960442.0,44269176,Deepika Padukone,225195884,Sanjay Leela Bhansali,Fantasy,5.3
King 518,2014,301109530.0,392598778.0,91489248,Akshay Kumar,370293584,Imtiaz Ali,Musical,7.8
Mission 519,2016,498317764.0,593544026.0,95226262,Ajay Devgn,433417445,Imtiaz Ali,Comedy,5.7
King 520,2026,482252121.0,588506072.0,106253951,Deepika Padukone,35828750,Anurag Kashyap,Fantasy,9.3
Shadow 521,2023,156993196.0,270155838.0,113162642,Kareena Kapoor,120896087,Rohit Shetty,Comedy,5.0
Legend 522,2019,133969584.0,724307003.0,590337419,Akshay Kumar,143970137,Rajkumar Hirani,Horror,4.4
Tiger 523,2022,358734461.0,710270310.0,351535849,Salman Khan,477483506,Karan Johar,Crime,6.6
Alpha 524,2008,231751323.0,420717083.0,188965760,Deepika Padukone,380422427,Sanjay Leela Bhansali,Romance,4.4
Tiger 525,2022,,1065119472.0,880692464,Hrithik Roshan,496519599,Sanjay Leela Bhansali,Fantasy,6.2
King 526,2012,338299178.0,1296692142.0,958392964,Deepika Padukone,327054970,Rajkumar Hirani,Musical,4.6
Raja 527,2016,298766298.0,673550581.0,374784283,Deepika Padukone,41073052,Karan Johar,Musical,8.2
Mission 528,2009,425364682.0,1264015977.0,838651295,Ranbir Kapoor,267683874,Imtiaz Ali,Fantasy,5.6
Tiger 529,2026,356873104.0,791880238.0,435007134,Shah Rukh Khan,407968043,Rohit Shetty,Comedy,8.3
Queen 530,2010,252067503.0,228816681.0,-23250822,Salman Khan,263567989,Sanjay Leela Bhansali,Crime,4.5
Sultan 531,2022,403667218.0,486321810.0,82654592,Shah Rukh Khan,81291832,Siddharth Anand,Horror,4.5
Legend 532,2005,213301541.0,754230938.0,540929397,Ajay Devgn,43571897,Imtiaz Ali,Horror,7.1
Sultan 533,2024,392277585.0,397371806.0,5094221,Ajay Devgn,185389637,Zoya Akhtar,Crime,5.6
Alpha 534,2019,,642694586.0,221775842,Aamir Khan,266231901,Siddharth Anand,Crime,7.0
Legend 535,2021,265395929.0,702593917.0,437197988,Ajay Devgn,257230029,Rohit Shetty,Action,5.3
Love 536,2006,,184733509.0,148470427,Salman Khan,49562226,Anurag Kashyap,Action,4.8
King 537,2002,36323514.0,103240733.0,66917219,Ajay Devgn,115696379,Imtiaz Ali,Thriller,7.4
Sultan 538,2014,412296060.0,983956380.0,571660320,Ranveer Singh,39241478,Rohit Shetty,Thriller,5.8
Love 539,2017,44856808.0,309283541.0,264426733,Hrithik Roshan,92233721,Rohit Shetty,Thriller,5.8
Alpha 540,2003,316750360.0,1050290391.0,733540031,Alia Bhatt,303976053,Rohit Shetty,Crime,8.0
Queen 541,2019,465158069.0,754985075.0,289827006,Ranbir Kapoor,302067265,Anurag Kashyap,Comedy,7.4
Storm 542,2005,,1088757777.0,604344451,Akshay Kumar,400419785,Zoya Akhtar,Romance,4.0
Love 543,2006,439262840.0,1049944760.0,610681920,Ajay Devgn,242286645,Rajkumar Hirani,Horror,5.9
Fire 544,2009,146589364.0,945055331.0,798465967,Shah Rukh Khan,185234130,Zoya Akhtar,Musical,7.0
Queen 545,2023,315437426.0,926855241.0,611417815,Aamir Khan,466699560,Imtiaz Ali,Romance,5.8
Storm 546,2001,356631898.0,452396535.0,95764637,Hrithik Roshan,103422379,Siddharth Anand,Musical,8.9
Alpha 547,2026,289749057.0,561166960.0,271417903,Kartik Aaryan,409212164,Anurag Kashyap,Musical,6.9
Mission 548,2025,199835163.0,220930872.0,21095709,Salman Khan,170570828,Rajkumar Hirani,Horror,9.4
Queen 549,2005,329541201.0,405002169.0,75460968,Kangana Ranaut,440017702,Zoya Akhtar,Horror,7.9
King 550,2014,455311584.0,1426146658.0,970835074,Ranbir Kapoor,136039213,Zoya Akhtar,Comedy,4.6
Tiger 551,2016,23386753.0,831333611.0,807946858,Hrithik Roshan,288464612,Imtiaz Ali,Romance,5.9
King 552,2004,423112176.0,1309199209.0,886087033,Shah Rukh Khan,461382252,Imtiaz Ali,Romance,8.0
Alpha 553,2009,,721355220.0,687716816,Kangana Ranaut,339055712,Rohit Shetty,Horror,6.6
Hero 554,2000,320075073.0,1084501611.0,764426538,Ranbir Kapoor,362980436,Sanjay Leela Bhansali,Horror,5.1
Shadow 555,2003,156380114.0,266712023.0,110331909,Salman Khan,166907687,Rohit Shetty,Action,9.3
Warrior 556,2010,155519991.0,257515474.0,101995483,Deepika Padukone,451645737,Zoya Akhtar,Romance,4.9
Alpha 557,2004,25565329.0,481013802.0,455448473,Alia Bhatt,47088366,Rohit Shetty,Fantasy,4.3
Legend 558,2020,458917712.0,1149933677.0,691015965,Deepika Padukone,259356521,Anurag Kashyap,Thriller,5.8
Zara 559,2024,420399311.0,870435900.0,450036589,Kartik Aaryan,90757053,Rohit Shetty,Crime,4.5
Tiger 560,2007,130148735.0,234468717.0,104319982,Kangana Ranaut,351218263,Zoya Akhtar,Horror,6.2
Mission 561,2010,253354493.0,726810861.0,473456368,Aamir Khan,55092673,Siddharth Anand,Drama,5.9
Legend 562,2018,78394132.0,573800932.0,495406800,Shah Rukh Khan,237801000,Rohit Shetty,Horror,7.1
Legend 563,2013,138084132.0,754743415.0,616659283,Akshay Kumar,314177889,Imtiaz Ali,Crime,6.1
Storm 564,2013,314519190.0,1109904876.0,795385686,Ranveer Singh,312340643,Sanjay Leela Bhansali,Comedy,7.6
Tiger 565,2003,327915160.0,917946350.0,590031190,Hrithik Roshan,194686032,Rohit Shetty,Crime,5.0
Love 566,2019,424111821.0,1254435947.0,830324126,Ajay Devgn,195775961,Siddharth Anand,Action,4.5
Shadow 567,2025,10098964.0,773004978.0,762906014,Salman Khan,374807999,Imtiaz Ali,Crime,6.9
Shadow 568,2010,170919180.0,733248811.0,562329631,Kareena Kapoor,384835423,Zoya Akhtar,Fantasy,7.9
Legend 569,2016,227001835.0,1087144866.0,860143031,Salman Khan,477685232,Zoya Akhtar,Action,6.0
Love 570,2011,68893834.0,943651663.0,874757829,Ranbir Kapoor,484758217,Rajkumar Hirani,Romance,6.4
Queen 571,2012,243640876.0,778957723.0,535316847,Akshay Kumar,375670300,Imtiaz Ali,Crime,4.8
Queen 572,2004,,1051964432.0,887092815,Alia Bhatt,87403689,Imtiaz Ali,Action,4.4
Queen 573,2004,55453340.0,152792481.0,97339141,Alia Bhatt,452686611,Karan Johar,Crime,8.9
Tiger 574,2016,237700205.0,,542759204,Kangana Ranaut,261616480,Karan Johar,Horror,5.2
Fire 575,2007,392321881.0,881049083.0,488727202,Ranbir Kapoor,240566869,Anurag Kashyap,Action,9.4
Tiger 576,2022,52983554.0,155548818.0,102565264,Deepika Padukone,412610038,Zoya Akhtar,Crime,6.8
Shadow 577,2023,366341055.0,,981233508,Alia Bhatt,61919908,Zoya Akhtar,Action,9.0
Mission 578,2015,,1056072645.0,737927373,Ranveer Singh,246031302,Anurag Kashyap,Thriller,5.6
Fire 579,2025,312637502.0,542286197.0,229648695,Aamir Khan,357852893,Siddharth Anand,Comedy,7.2
Alpha 580,2009,270253645.0,308848267.0,38594622,Salman Khan,291439846,Rohit Shetty,Thriller,5.4
Fire 581,2003,334174221.0,471664405.0,137490184,Kartik Aaryan,416730013,Imtiaz Ali,Crime,6.0
Sultan 582,2025,293139733.0,1168720682.0,875580949,Aamir Khan,204065112,Rohit Shetty,Comedy,7.3
Queen 583,2024,215711215.0,421205329.0,205494114,Alia Bhatt,256322525,Imtiaz Ali,Romance,7.2
Love 584,2003,38198179.0,168157737.0,129959558,Hrithik Roshan,234074484,Siddharth Anand,Thriller,6.6
Shadow 585,2022,219417497.0,679004178.0,459586681,Ranbir Kapoor,97926723,Karan Johar,Action,5.6
Warrior 586,2021,32021164.0,86565302.0,54544138,Ayushmann Khurrana,362214486,Anurag Kashyap,Fantasy,7.4
Storm 587,2003,147086720.0,799682467.0,652595747,Kartik Aaryan,229999079,Siddharth Anand,Romance,8.0
Fire 588,2005,178185459.0,716179970.0,537994511,Aamir Khan,381207750,Rajkumar Hirani,Drama,4.1
Raja 589,2023,162093929.0,382565317.0,220471388,Akshay Kumar,38276035,Rajkumar Hirani,Drama,4.3
Legend 590,2020,75385576.0,785675425.0,710289849,Shah Rukh Khan,66378329,Imtiaz Ali,Fantasy,7.6
Mission 591,2003,383476203.0,531327087.0,147850884,Ranbir Kapoor,178145321,Siddharth Anand,Drama,7.5
Mission 592,2021,423326450.0,1200236085.0,776909635,Ranveer Singh,158156533,Imtiaz Ali,Drama,5.5
Hero 593,2026,152090861.0,293141193.0,141050332,Hrithik Roshan,57258025,Siddharth Anand,Romance,7.4
Storm 594,2013,127245358.0,736486644.0,609241286,Alia Bhatt,77042376,Siddharth Anand,Thriller,4.6
Tiger 595,2000,491311424.0,975714213.0,484402789,Salman Khan,370504404,Rajkumar Hirani,Action,7.7
Legend 596,2000,286694143.0,996479925.0,709785782,Kareena Kapoor,283431527,Siddharth Anand,Fantasy,6.2
Raja 597,2000,216385992.0,1190902491.0,974516499,Deepika Padukone,459147873,Siddharth Anand,Drama,7.1
Queen 598,2001,349448725.0,1328978034.0,979529309,Alia Bhatt,68676461,Anurag Kashyap,Musical,8.7
Hero 599,2020,119049472.0,258691935.0,139642463,Ayushmann Khurrana,41115765,Karan Johar,Romance,5.6
Tiger 600,2002,,1114700178.0,629454449,Hrithik Roshan,414774165,Sanjay Leela Bhansali,Comedy,4.2
Queen 601,2002,435598600.0,966011937.0,530413337,Alia Bhatt,185211758,Siddharth Anand,Musical,
King 602,2001,191311292.0,987182048.0,795870756,Deepika Padukone,42985877,Karan Johar,Drama,5.2
Love 603,2017,89968869.0,,745697985,Kartik Aaryan,145083223,Rohit Shetty,Action,8.0
Legend 604,2001,140289201.0,843300915.0,703011714,Alia Bhatt,90081913,Rajkumar Hirani,Comedy,7.5
Legend 605,2005,458476272.0,1043103312.0,584627040,Shah Rukh Khan,459053126,Rohit Shetty,Drama,6.7
Queen 606,2010,445682034.0,1293218471.0,847536437,Deepika Padukone,384212064,Karan Johar,Horror,4.7
Storm 607,2006,420291721.0,419239901.0,-1051820,Kartik Aaryan,113118999,Anurag Kashyap,Drama,4.7
Warrior 608,2005,245504444.0,457115844.0,211611400,Kartik Aaryan,41850055,Imtiaz Ali,Drama,8.4
Mission 609,2015,53337620.0,10155429.0,-43182191,Aamir Khan,116321543,Rohit Shetty,Thriller,6.3
Raja 610,2004,353503811.0,,240930074,Ayushmann Khurrana,261816930,Karan Johar,Romance,9.2
Tiger 611,2019,57256016.0,680697921.0,623441905,Kangana Ranaut,440146065,Zoya Akhtar,Horror,6.3
Zara 612,2019,204294282.0,1080644701.0,876350419,Kareena Kapoor,309761485,Sanjay Leela Bhansali,Crime,8.2
Storm 613,2004,,1233891133.0,856003694,Hrithik Roshan,287101246,Imtiaz Ali,Comedy,7.7
Queen 614,2008,189473061.0,801777795.0,612304734,Kareena Kapoor,497857843,Siddharth Anand,Action,4.6
Alpha 615,2015,286436828.0,361060764.0,74623936,Shah Rukh Khan,146325633,Siddharth Anand,Horror,6.3
Zara 616,2010,132289564.0,187585131.0,55295567,Akshay Kumar,416075369,Karan Johar,Romance,6.1
Mission 617,2013,87814753.0,269920327.0,182105574,Kartik Aaryan,264271365,Imtiaz Ali,Fantasy,6.1
Hero 618,2006,190330290.0,276922889.0,86592599,Aamir Khan,391627697,Rajkumar Hirani,Thriller,4.8
King 619,2007,485887194.0,752814455.0,266927261,Kartik Aaryan,104174981,Imtiaz Ali,Musical,8.7
Raja 620,2018,264202467.0,1112912590.0,848710123,Hrithik Roshan,169878724,Rajkumar Hirani,Fantasy,8.0
Mission 621,2018,89977498.0,1021114155.0,931136657,Kartik Aaryan,22726004,Karan Johar,Action,
Warrior 622,2012,267305766.0,1086732254.0,819426488,Kareena Kapoor,394013002,Rohit Shetty,Crime,6.7
Queen 623,2006,81249213.0,416084383.0,334835170,Ranbir Kapoor,148345644,Rohit Shetty,Action,6.6
Fire 624,2018,23106883.0,1021530707.0,998423824,Hrithik Roshan,268979598,Imtiaz Ali,Fantasy,5.0
Alpha 625,2020,47956018.0,411216985.0,363260967,Deepika Padukone,198727621,Rajkumar Hirani,Thriller,6.3
Storm 626,2006,432888838.0,1118042482.0,685153644,Shah Rukh Khan,353104352,Anurag Kashyap,Action,6.8
Queen 627,2011,259834421.0,874623902.0,614789481,Aamir Khan,216264513,Anurag Kashyap,Comedy,7.6
Sultan 628,2010,138114959.0,667542373.0,529427414,Shah Rukh Khan,368449836,Siddharth Anand,Romance,8.1
Warrior 629,2021,237058344.0,484640886.0,247582542,Aamir Khan,54021070,Anurag Kashyap,Horror,6.5
Warrior 630,2021,453121985.0,975271179.0,522149194,Ranbir Kapoor,262654046,Anurag Kashyap,Drama,5.0
Sultan 631,2009,51310773.0,118740466.0,67429693,Salman Khan,168145628,Rohit Shetty,Comedy,6.7
Hero 632,2013,376362522.0,907723874.0,531361352,Salman Khan,274425765,Anurag Kashyap,Fantasy,6.4
Love 633,2025,134730179.0,981248249.0,846518070,Ayushmann Khurrana,366105662,Anurag Kashyap,Fantasy,7.2
Shadow 634,2022,294630827.0,1148622522.0,853991695,Ayushmann Khurrana,259045158,Siddharth Anand,Thriller,7.1
Raja 635,2015,209663533.0,1201970547.0,992307014,Ranbir Kapoor,433256242,Rajkumar Hirani,Comedy,5.9
Fire 636,2017,,308862797.0,145722203,Salman Khan,470612760,Imtiaz Ali,Comedy,5.3
Hero 637,2011,109050851.0,279334742.0,170283891,Ayushmann Khurrana,399639881,Rajkumar Hirani,Horror,9.4
Warrior 638,2009,75224459.0,1013532917.0,938308458,Aamir Khan,237197747,Siddharth Anand,Comedy,9.2
Warrior 639,2016,187854940.0,832827842.0,644972902,Deepika Padukone,178675887,Siddharth Anand,Thriller,9.3
Storm 640,2018,401133964.0,1324889791.0,923755827,Hrithik Roshan,201829818,Rohit Shetty,Crime,9.0
Queen 641,2019,461442357.0,648057255.0,186614898,Hrithik Roshan,211874201,Rohit Shetty,Horror,4.3
Mission 642,2024,159211012.0,319359123.0,160148111,Aamir Khan,64876797,Siddharth Anand,Drama,9.4
Warrior 643,2001,497718742.0,1163653700.0,665934958,Ranveer Singh,233437327,Imtiaz Ali,Fantasy,6.0
Tiger 644,2017,57029158.0,238630068.0,181600910,Deepika Padukone,496636612,Siddharth Anand,Fantasy,8.4
Queen 645,2023,491266560.0,886003752.0,394737192,Salman Khan,468561839,Rohit Shetty,Comedy,5.1
Zara 646,2018,415935641.0,769418194.0,353482553,Shah Rukh Khan,23553476,Karan Johar,Thriller,6.3
Sultan 647,2006,109861435.0,953519275.0,843657840,Ajay Devgn,175404355,Siddharth Anand,Action,8.5
Fire 648,2014,130538377.0,109357619.0,-21180758,Kareena Kapoor,21313549,Imtiaz Ali,Thriller,5.7
Shadow 649,2009,233959338.0,376558888.0,142599550,Hrithik Roshan,389282999,Sanjay Leela Bhansali,Action,4.7
Fire 650,2011,321957308.0,787875123.0,465917815,Kartik Aaryan,254112498,Zoya Akhtar,Crime,9.4
Alpha 651,2008,97427942.0,671974703.0,574546761,Aamir Khan,98456770,Anurag Kashyap,Crime,8.8
Queen 652,2020,499682436.0,1475273766.0,975591330,Ranveer Singh,46153615,Zoya Akhtar,Thriller,6.9
Sultan 653,2024,60738944.0,653655264.0,592916320,Kareena Kapoor,109730412,Anurag Kashyap,Horror,8.5
Fire 654,2011,61450169.0,585279624.0,523829455,Kartik Aaryan,208779577,Imtiaz Ali,Action,4.8
Mission 655,2005,64985169.0,248927976.0,183942807,Salman Khan,290251632,Sanjay Leela Bhansali,Romance,8.4
Love 656,2017,392545825.0,934298716.0,541752891,Deepika Padukone,426039088,Rohit Shetty,Fantasy,6.5
Tiger 657,2011,177274731.0,869284777.0,692010046,Ranveer Singh,94632560,Siddharth Anand,Musical,
Love 658,2003,129377461.0,217583577.0,88206116,Kangana Ranaut,392719539,Imtiaz Ali,Romance,5.7
Storm 659,2025,69980396.0,103448043.0,33467647,Aamir Khan,435909767,Siddharth Anand,Fantasy,4.2
Alpha 660,2015,73845877.0,999371781.0,925525904,Ranbir Kapoor,43236579,Rohit Shetty,Thriller,7.7
Raja 661,2018,493814572.0,658589165.0,164774593,Salman Khan,380025983,Anurag Kashyap,Action,4.5
King 662,2011,96198560.0,964396082.0,868197522,Ayushmann Khurrana,439189955,Sanjay Leela Bhansali,Musical,
Raja 663,2022,112836290.0,1098206663.0,985370373,Ranbir Kapoor,112220172,Rajkumar Hirani,Drama,9.1
Fire 664,2018,109388645.0,531476234.0,422087589,Alia Bhatt,77619405,Imtiaz Ali,Horror,9.4
Storm 665,2010,76365514.0,526623650.0,450258136,Shah Rukh Khan,299026623,Imtiaz Ali,Crime,
King 666,2015,72128100.0,435283680.0,363155580,Ranbir Kapoor,265320889,Zoya Akhtar,Crime,5.2
Love 667,2002,490367741.0,1343447182.0,853079441,Kareena Kapoor,275377035,Anurag Kashyap,Comedy,4.1
Warrior 668,2021,373203193.0,414477598.0,41274405,Shah Rukh Khan,96969873,Karan Johar,Fantasy,7.8
Sultan 669,2002,205265312.0,1202386391.0,997121079,Akshay Kumar,201801482,Sanjay Leela Bhansali,Fantasy,4.7
Fire 670,2024,322415181.0,909841986.0,587426805,Ranbir Kapoor,426037048,Karan Johar,Horror,6.6
Hero 671,2004,422316620.0,860476957.0,438160337,Shah Rukh Khan,85600288,Zoya Akhtar,Crime,6.7
Alpha 672,2026,46629988.0,531498269.0,484868281,Alia Bhatt,34360696,Imtiaz Ali,Fantasy,7.3
Storm 673,2002,364914946.0,1121949769.0,757034823,Ayushmann Khurrana,432087136,Siddharth Anand,Crime,5.1
King 674,2025,471533056.0,1001921636.0,530388580,Ayushmann Khurrana,29486717,Rajkumar Hirani,Fantasy,8.8
Tiger 675,2014,29317216.0,14600158.0,-14717058,Salman Khan,318858078,Zoya Akhtar,Comedy,6.7
Zara 676,2018,372401063.0,849129102.0,476728039,Alia Bhatt,317310467,Siddharth Anand,Crime,7.1
Legend 677,2012,341216967.0,1017590197.0,676373230,Ranveer Singh,431495857,Zoya Akhtar,Horror,4.3
Storm 678,2023,323514887.0,302398367.0,-21116520,Kareena Kapoor,498536069,Anurag Kashyap,Fantasy,4.5
Shadow 679,2007,142936716.0,344860263.0,201923547,Alia Bhatt,187557159,Rohit Shetty,Drama,8.8
Alpha 680,2014,363136389.0,,877034889,Ajay Devgn,324969200,Karan Johar,Thriller,4.1
Legend 681,2012,183098654.0,747857346.0,564758692,Shah Rukh Khan,453967020,Siddharth Anand,Drama,7.8
Shadow 682,2010,99457307.0,709623707.0,610166400,Ranbir Kapoor,215063616,Karan Johar,Romance,6.7
Warrior 683,2006,164272843.0,398980966.0,234708123,Aamir Khan,179622600,Karan Johar,Romance,7.4
Legend 684,2010,156761681.0,178992051.0,22230370,Kartik Aaryan,450133281,Siddharth Anand,Fantasy,5.2
Storm 685,2009,242417047.0,904798250.0,662381203,Ayushmann Khurrana,188230093,Sanjay Leela Bhansali,Fantasy,6.2
Sultan 686,2000,347071144.0,1052267747.0,705196603,Ayushmann Khurrana,483163800,Imtiaz Ali,Crime,5.2
Mission 687,2020,296001514.0,1114587218.0,818585704,Kartik Aaryan,477829901,Karan Johar,Action,6.9
Shadow 688,2024,171209275.0,1027578367.0,856369092,Ajay Devgn,240256803,Anurag Kashyap,Drama,7.5
Sultan 689,2008,,974320656.0,595568239,Akshay Kumar,237897619,Sanjay Leela Bhansali,Drama,4.8
Tiger 690,2017,,647286660.0,403139585,Alia Bhatt,39866228,Sanjay Leela Bhansali,Comedy,5.5
Warrior 691,2005,355902609.0,1221290087.0,865387478,Aamir Khan,407875275,Siddharth Anand,Action,4.3
Zara 692,2013,491451471.0,831686019.0,340234548,Alia Bhatt,372955364,Rohit Shetty,Fantasy,9.2
Fire 693,2016,74769511.0,585217173.0,510447662,Alia Bhatt,465056099,Zoya Akhtar,Crime,8.9
King 694,2026,323707748.0,1065309258.0,741601510,Ajay Devgn,452632919,Sanjay Leela Bhansali,Fantasy,5.2
Queen 695,2008,473265873.0,1056216217.0,582950344,Aamir Khan,283259258,Anurag Kashyap,Drama,5.7
Mission 696,2025,87798785.0,427564934.0,339766149,Hrithik Roshan,404223067,Anurag Kashyap,Thriller,4.1
Shadow 697,2025,39351991.0,730966630.0,691614639,Kareena Kapoor,380561750,Sanjay Leela Bhansali,Thriller,7.0
Storm 698,2021,75527116.0,599883094.0,524355978,Kangana Ranaut,146906563,Siddharth Anand,Fantasy,4.0
Hero 699,2002,451687845.0,1214153846.0,762466001,Akshay Kumar,179677704,Sanjay Leela Bhansali,Comedy,9.0
Queen 700,2025,28190089.0,272434564.0,244244475,Kangana Ranaut,63000438,Siddharth Anand,Crime,8.1
Mission 701,2026,63899459.0,899093148.0,835193689,Salman Khan,394994769,Zoya Akhtar,Musical,4.4
King 702,2014,383238081.0,362605873.0,-20632208,Kareena Kapoor,47970340,Imtiaz Ali,Crime,8.4
King 703,2018,54147997.0,123148875.0,69000878,Salman Khan,154004894,Imtiaz Ali,Fantasy,8.4
Hero 704,2005,379080967.0,965831786.0,586750819,Kangana Ranaut,195868405,Zoya Akhtar,Romance,4.5
Love 705,2018,130520613.0,102784257.0,-27736356,Aamir Khan,319858501,Sanjay Leela Bhansali,Drama,9.4
Queen 706,2019,240265740.0,,594666787,Ranbir Kapoor,100128631,Rohit Shetty,Horror,4.9
Storm 707,2014,454130461.0,1127413737.0,673283276,Hrithik Roshan,83625832,Sanjay Leela Bhansali,Romance,5.0
Tiger 708,2012,79900233.0,493014303.0,413114070,Kangana Ranaut,130920727,Sanjay Leela Bhansali,Thriller,8.0
Alpha 709,2009,150552518.0,353403283.0,202850765,Kartik Aaryan,262116266,Sanjay Leela Bhansali,Horror,7.2
Love 710,2010,382064189.0,758935311.0,376871122,Alia Bhatt,133933489,Karan Johar,Fantasy,8.0
King 711,2007,262829917.0,1188030733.0,925200816,Ranveer Singh,345544809,Rajkumar Hirani,Action,5.4
King 712,2004,489010156.0,1039833553.0,550823397,Aamir Khan,331646536,Imtiaz Ali,Thriller,4.9
Zara 713,2010,391315557.0,910853776.0,519538219,Ajay Devgn,96126005,Zoya Akhtar,Drama,5.7
Hero 714,2023,203591467.0,1148130921.0,944539454,Ajay Devgn,171894474,Zoya Akhtar,Thriller,6.8
Tiger 715,2024,91209642.0,637860815.0,546651173,Kangana Ranaut,372949393,Siddharth Anand,Action,5.0
Sultan 716,2022,260790033.0,679403038.0,418613005,Shah Rukh Khan,285703200,Rajkumar Hirani,Crime,6.0
Love 717,2023,475402283.0,584373745.0,108971462,Shah Rukh Khan,207692382,Rohit Shetty,Romance,8.8
Hero 718,2018,488295354.0,1150334013.0,662038659,Kartik Aaryan,134029317,Rajkumar Hirani,Musical,8.2
Tiger 719,2021,60629730.0,963433539.0,902803809,Ranveer Singh,33938333,Zoya Akhtar,Drama,6.2
Sultan 720,2000,53520493.0,497692106.0,444171613,Kangana Ranaut,399947115,Siddharth Anand,Crime,7.5
Alpha 721,2020,344129587.0,1315146359.0,971016772,Hrithik Roshan,194437663,Imtiaz Ali,Romance,8.7
Fire 722,2002,303752257.0,1275847299.0,972095042,Kartik Aaryan,224757698,Rohit Shetty,Fantasy,5.4
Alpha 723,2006,97478114.0,464629927.0,367151813,Kareena Kapoor,236034833,Zoya Akhtar,Comedy,4.7
Hero 724,2021,334008900.0,424976886.0,90967986,Ranveer Singh,377298489,Rohit Shetty,Horror,6.8
Legend 725,2019,237134289.0,,46875511,Kareena Kapoor,246847472,Anurag Kashyap,Comedy,6.4
Tiger 726,2021,130382677.0,775749277.0,645366600,Alia Bhatt,403130135,Imtiaz Ali,Crime,6.9
Zara 727,2025,266415648.0,,272544807,Salman Khan,88606599,Zoya Akhtar,Romance,6.9
Alpha 728,2016,67784580.0,566092543.0,498307963,Ajay Devgn,241738104,Rohit Shetty,Crime,7.6
Zara 729,2024,280284745.0,,-32531623,Shah Rukh Khan,417561588,Siddharth Anand,Comedy,8.3
Fire 730,2009,178548666.0,759058869.0,580510203,Deepika Padukone,264275270,Siddharth Anand,Thriller,5.9
Zara 731,2023,,562738643.0,228440227,Kangana Ranaut,381533579,Rohit Shetty,Fantasy,6.9
Tiger 732,2014,381410642.0,766374426.0,384963784,Kangana Ranaut,373109175,Siddharth Anand,Thriller,7.4
Fire 733,2021,222062526.0,,813976413,Ranbir Kapoor,67048755,Imtiaz Ali,Comedy,4.1
Love 734,2000,122329223.0,588924875.0,466595652,Alia Bhatt,97929061,Sanjay Leela Bhansali,Fantasy,8.6
Storm 735,2014,89545825.0,548487736.0,458941911,Ajay Devgn,31712820,Rohit Shetty,Comedy,9.0
Alpha 736,2014,324190960.0,534712565.0,210521605,Akshay Kumar,178286407,Karan Johar,Action,5.8
